Document,GBWP (kHz),sent,p
6910123FA,12000.0,1566,0.006495509
6910123FA,12000.0,882,0.0013092876
6910123FA,12000.0,889,0.001561692
6910123FA,1300.0,1489,0.020943552
6910123FA,1300.0,1497,0.02447196
6910123FA,13000.0,1166,0.5494718
6910123FA,13000.0,1167,0.48999226
6910123FA,13000.0,1172,0.5703568
6910123FA,13000.0,1173,0.5111817
6910123FA,14000.0,1558,0.006316669
6910123FA,14000.0,1565,0.0073994757
6910123FA,14000.0,831,0.6877229
6910123FA,14000.0,837,0.6460584
6910123FA,15000.0,806,0.0049350364
6910123FA,15000.0,814,0.0058822953
6910123FA,1600.0,1140,0.007167164
6910123FA,1600.0,1148,0.008394532
6910123FA,1600.0,1490,0.02067051
6910123FA,1600.0,1498,0.024154063
6910123FA,16000.0,1134,0.0018615137
6910123FA,16000.0,1168,0.57365125
6910123FA,16000.0,1174,0.5660392
6910123FA,16000.0,1218,0.002866924
6910123FA,16000.0,1225,0.0033603737
6910123FA,16000.0,1557,0.00647942
6910123FA,16000.0,1564,0.007589913
6910123FA,16000.0,832,0.6455501
6910123FA,16000.0,838,0.60151905
6910123FA,16000.0,881,0.0015935762
6910123FA,16000.0,888,0.0019006805
6910123FA,1900.0,1491,0.019772269
6910123FA,1900.0,1499,0.023108007
6910123FA,1900.0,803,0.0069333566
6910123FA,1900.0,811,0.008261001
6910123FA,19000.0,1169,0.4929469
6910123FA,19000.0,1175,0.485187
6910123FA,2000.0,1131,0.0017331707
6910123FA,2000.0,1480,0.0012585135
6910123FA,2000.0,794,0.0005644527
6910123FA,20000.0,1144,0.0048676343
6910123FA,20000.0,1152,0.005703473
6910123FA,20000.0,797,0.0004020983
6910123FA,2200.0,1492,0.018889578
6910123FA,2200.0,1500,0.02207975
6910123FA,24000.0,1217,0.0016949017
6910123FA,24000.0,1224,0.0019870277
6910123FA,24000.0,1556,0.0038549716
6910123FA,24000.0,1563,0.0045177117
6910123FA,24000.0,880,0.0009416174
6910123FA,24000.0,887,0.0011232225
6910123FA,2500.0,1493,0.022435408
6910123FA,2500.0,1501,0.02620842
6910123FA,2800.0,1141,0.008186067
6910123FA,2800.0,1149,0.0095862355
6910123FA,3000.0,1481,0.0022063092
6910123FA,30000.0,807,0.004336313
6910123FA,30000.0,815,0.0051692463
6910123FA,32000.0,1135,0.0017747224
6910123FA,3400.0,804,0.005965238
6910123FA,3400.0,812,0.0071088267
6910123FA,3400.0,855,0.0012454961
6910123FA,3400.0,863,0.0014856211
6910123FA,3600.0,1192,0.0025444403
6910123FA,3600.0,1200,0.002982551
6910123FA,3800.0,1185,0.0014018461
6910123FA,3800.0,1193,0.0016435446
6910123FA,3800.0,1524,0.0024909747
6910123FA,3800.0,1532,0.0029199047
6910123FA,3800.0,848,0.00088920176
6910123FA,3800.0,856,0.0010607076
6910123FA,3900.0,854,0.0014867556
6910123FA,3900.0,862,0.0017733105
6910123FA,400.0,1137,0.007397014
6910123FA,400.0,1145,0.008663401
6910123FA,400.0,1486,0.020604048
6910123FA,400.0,1494,0.024076669
6910123FA,400.0,800,0.0074561816
6910123FA,400.0,808,0.008883044
6910123FA,4000.0,1132,0.0019556084
6910123FA,4000.0,1191,0.0043430747
6910123FA,4000.0,1199,0.0026802267
6910123FA,4000.0,1482,0.0014707573
6910123FA,4200.0,1190,0.0023161618
6910123FA,4200.0,1198,0.002715073
6910123FA,4200.0,853,0.0014696501
6910123FA,4200.0,861,0.0017529149
6910123FA,4500.0,852,0.0015316753
6910123FA,4500.0,860,0.0018268732
6910123FA,4600.0,1189,0.0023304382
6910123FA,4600.0,1197,0.0027318008
6910123FA,4700.0,1531,0.004169005
6910123FA,4700.0,1539,0.0048854663
6910123FA,4900.0,1530,0.004234476
6910123FA,4900.0,1538,0.0049621323
6910123FA,5000.0,1142,0.0068029896
6910123FA,5000.0,1150,0.007968498
6910123FA,5000.0,1483,0.0018439867
6910123FA,5000.0,795,0.00080194103
6910123FA,5000.0,834,0.6223614
6910123FA,50000.0,798,0.0011695242
6910123FA,5200.0,1529,0.004150333
6910123FA,5200.0,1537,0.004863603
6910123FA,5200.0,851,0.0014845117
6910123FA,5200.0,859,0.0017706376
6910123FA,5300.0,1188,0.0023395636
6910123FA,5300.0,1196,0.0027424959
6910123FA,5300.0,1528,0.004138022
6910123FA,5300.0,1536,0.0048491843
6910123FA,6000.0,1484,0.0015040181
6910123FA,6000.0,828,0.5708661
6910123FA,6100.0,1527,0.004154196
6910123FA,6100.0,1535,0.0048681283
6910123FA,6400.0,805,0.0074188192
6910123FA,6400.0,813,0.008838595
6910123FA,64000.0,1136,0.002692199
6910123FA,64000.0,1162,0.23253626
6910123FA,700.0,1138,0.004609524
6910123FA,700.0,1146,0.005401282
6910123FA,700.0,1487,0.012904319
6910123FA,700.0,1495,0.015099234
6910123FA,700.0,801,0.0046464964
6910123FA,700.0,809,0.0055386797
6910123FA,7000.0,1165,0.48628053
6910123FA,7000.0,1171,0.5126725
6910123FA,7000.0,1485,0.0023940087
6910123FA,7000.0,1511,0.24352206
6910123FA,7300.0,1187,0.002259083
6910123FA,7300.0,1195,0.0026481894
6910123FA,7300.0,1526,0.004011539
6910123FA,7300.0,1534,0.0047010686
6910123FA,7300.0,850,0.0014334024
6910123FA,7300.0,858,0.0017096925
6910123FA,7600.0,886,0.0017056988
6910123FA,7600.0,893,0.0020343678
6910123FA,8000.0,1133,0.0033495303
6910123FA,8000.0,827,0.6444727
6910123FA,8000.0,833,0.70426464
6910123FA,8100.0,1223,0.003068363
6910123FA,8100.0,1230,0.0035963596
6910123FA,8700.0,885,0.00167896
6910123FA,8700.0,892,0.002002487
6910123FA,9000.0,1164,0.7026761
6910123FA,9000.0,1170,0.72425485
6910123FA,9000.0,1222,0.011344245
6910123FA,9000.0,1229,0.0070197415
6910123FA,9400.0,1221,0.003011357
6910123FA,9400.0,1228,0.0035295796
6910123FA,9400.0,884,0.0016739657
6910123FA,9400.0,891,0.001996533
AD208,0.1,190,4.8424132e-05
AD208,0.1,210,1.2435238e-05
AD208,0.1,214,2.918691e-05
AD208,0.4,213,2.2837752e-05
AD208,1.0,193,3.0637555e-05
AD208,1.0,207,7.727298e-06
AD208,10.0,191,0.00013832646
AD208,10.0,210,3.17517e-05
AD208,10.0,258,0.006886784
AD208,100.0,190,5.7305893e-05
AD208,100.0,192,3.2757016e-05
AD208,100.0,261,0.004628707
AD208,2.0,214,1.5937761e-05
AD208,4.0,207,7.967579e-06
AD208,4.0,212,2.4997367e-05
AD208,40.0,189,9.044583e-05
AD208,40.0,201,0.00043103716
AD208,5.0,215,2.8074643e-05
AD208,5.0,269,0.0005652851
AD208,50.0,194,2.2606459e-05
AD208,6.0,202,0.00031258722
AD208,8.0,240,8.439604e-05
AD208,85.0,189,9.2602415e-05
AD208,85.0,201,0.0004694884
AD210,0.01,194,0.00010360021
AD210,1.0,191,2.7922293e-05
AD210,1.0,208,0.00012215758
AD210,1.0,210,6.6530876e-05
AD210,1.0,223,1.1300495e-05
AD210,10.0,190,4.2329844e-05
AD210,10.0,190,8.287998e-05
AD210,10.0,214,1.7417971e-05
AD210,10.0,230,0.00025262733
AD210,10.0,230,0.00028682288
AD210,10.0,253,0.00058202347
AD210,10.0,269,0.00039340006
AD210,100.0,213,1.3632789e-05
AD210,15.0,204,3.9560757e-05
AD210,15.0,230,0.00013907901
AD210,15.0,252,0.00016485609
AD210,150.0,206,6.775578e-05
AD210,18.0,192,0.00017942616
AD210,20.0,203,3.4598997e-05
AD210,20.0,214,3.3068043e-06
AD210,4.0,193,0.00014835926
AD210,5.0,231,0.00035949645
AD210,5.0,254,0.00016510417
AD210,5.0,268,0.00014281564
AD210,50.0,270,0.00022663047
AD210,500.0,207,5.246392e-05
AD210,80.0,271,0.0001151921
AD215,100.0,265,0.00012461511
AD215,10000.0,338,0.007966507
AD215,120.0,266,6.399541e-05
AD215,14250.0,329,0.0032035266
AD215,14250.0,351,0.0012876751
AD215,14500.0,350,0.0011350525
AD215,15000.0,330,0.0021096317
AD215,15000.0,352,0.0007479973
AD215,16500.0,354,0.0011792296
AD215,17000.0,355,0.0010397821
AD215,17250.0,331,0.003046221
AD215,2.0,259,2.330177e-05
AD215,2.2,267,6.488496e-05
AD215,20.0,257,0.00028776456
AD215,290000.0,342,0.009777285
AD215,3.0,251,0.0019338994
AD215,3.0,269,0.000103408725
AD215,40.0,252,0.0011016269
AD215,50000.0,344,0.017366385
AD215,6.0,268,0.00010178394
AD215,7000.0,319,0.0016186631
AD215,8000.0,322,0.0014038547
AD215,9000.0,337,0.0013003262
AD524,0.1,346,9.819151e-06
AD524,0.1,351,1.9285433e-05
AD524,0.1,626,8.837712e-06
AD524,0.1,631,1.9087078e-05
AD524,0.3,356,0.0008320228
AD524,0.3,362,0.0011758473
AD524,0.3,636,0.0006799106
AD524,0.3,642,0.0005314289
AD524,1.0,344,7.978863e-06
AD524,1.0,347,2.0619489e-05
AD524,1.0,373,0.0033627478
AD524,1.0,377,0.0053427666
AD524,1.0,387,0.0024878345
AD524,1.0,391,0.0039547407
AD524,1.0,624,7.181356e-06
AD524,1.0,627,2.040743e-05
AD524,1.0,653,0.002368144
AD524,1.0,657,0.0018516626
AD524,10.0,346,2.3680948e-05
AD524,10.0,348,6.6311666e-05
AD524,10.0,351,3.644641e-05
AD524,10.0,626,2.131401e-05
AD524,10.0,628,5.5983706e-05
AD524,10.0,631,3.6071553e-05
AD524,100.0,349,3.9756018e-05
AD524,100.0,629,4.3988974e-05
AD524,15.0,354,0.00058794324
AD524,15.0,360,0.0008309879
AD524,15.0,372,0.00275517
AD524,15.0,376,0.0039381804
AD524,15.0,386,0.002038013
AD524,15.0,390,0.0029139896
AD524,15.0,634,0.00046871146
AD524,15.0,640,0.00037549768
AD524,15.0,651,0.0018926599
AD524,15.0,655,0.001554578
AD524,2.0,355,0.00076605764
AD524,2.0,361,0.0010826512
AD524,2.0,635,0.0006259975
AD524,2.0,641,0.0004892841
AD524,20.0,371,0.0025809263
AD524,20.0,375,0.0035460636
AD524,20.0,378,0.001508575
AD524,20.0,392,0.0011863969
AD524,20.0,650,0.0011571302
AD524,20.0,654,0.0011946481
AD524,20.0,658,0.0009999966
AD524,40.0,385,0.0016443774
AD524,40.0,389,0.002316501
AD524,60.0,357,0.00053197925
AD524,60.0,363,0.00075190724
AD524,60.0,637,0.00043469784
AD524,60.0,643,0.00033974848
AD524,7.0,352,0.00067237427
AD524,7.0,358,0.0010730354
AD524,7.0,632,0.0005360293
AD524,7.0,638,0.00048493524
AD524,90.0,353,0.0006138579
AD524,90.0,359,0.0007919464
AD524,90.0,633,0.00044668285
AD524,90.0,639,0.00039205188
AD526,100.0,553,0.0042282813
AD526,100.0,554,0.005800172
AD526,100.0,555,0.0025277317
AD526,100.0,556,0.0049439045
AD526,1000.0,474,0.00032671564
AD526,1000.0,552,0.00018198704
AD526,16000.0,545,0.00015726028
AD526,16000.0,558,0.00021836362
AD526,2000.0,480,0.00028775088
AD526,2000.0,481,0.009705255
AD526,2000.0,482,0.012033111
AD526,2000.0,483,0.0058148135
AD526,2000.0,484,0.011337289
AD526,2000.0,552,6.3857144e-05
AD526,25.0,457,0.000110052104
AD526,25.0,461,0.00013245623
AD526,25.0,465,9.2063136e-05
AD526,30.0,456,7.586763e-05
AD526,30.0,460,9.131313e-05
AD526,30.0,464,6.346607e-05
AD526,30.0,468,9.634686e-05
AD526,35.0,469,0.00012326616
AD526,350.0,559,0.010131267
AD526,350.0,560,0.012560003
AD526,350.0,561,0.0054947673
AD526,350.0,562,0.0107165575
AD526,4000.0,475,0.008777415
AD526,4000.0,476,0.010885167
AD526,4000.0,477,0.0052569313
AD526,4000.0,478,0.010255036
AD526,4000.0,552,0.00011831453
AD526,4100.0,546,0.001554615
AD526,4100.0,547,0.0035614646
AD526,4100.0,548,0.0014948373
AD526,4100.0,549,0.0032199675
AD526,60.0,455,5.1032028e-05
AD526,60.0,459,6.142169e-05
AD526,60.0,463,4.2689946e-05
AD526,60.0,467,5.8541948e-05
AD526,70.0,454,0.00012436035
AD526,70.0,458,0.00014967675
AD526,70.0,462,0.00010403271
AD526,70.0,466,0.00014265979
AD526,7000.0,546,0.0036784634
AD526,7000.0,547,0.003985632
AD526,7000.0,548,0.0016732862
AD526,7000.0,549,0.0060332115
AD526,8000.0,558,0.00027441097
AD548,1.8,215,0.00040859682
AD548,1.8,216,0.00045396094
AD548,2.0,201,0.00025693345
AD548,2.0,206,0.00026349947
AD548,30.0,204,0.00025923093
AD548,30.0,205,0.00026169533
AD548,30.0,209,0.0002880163
AD548,30.0,210,0.00029075428
AD548,40.0,203,0.00016627723
AD548,40.0,208,0.00018474279
AD548,80.0,202,0.00031389523
AD548,80.0,207,0.00034874884
AD549,1000.0,560,0.0016342035
AD549,1000.0,562,0.0018018427
AD549,1000.0,564,0.0017468418
AD549,1000.0,566,0.0017220596
AD549,2.0,573,0.0006441114
AD549,2.0,575,0.00061718764
AD549,2.0,577,0.0006717523
AD549,2.0,579,0.0008240395
AD549,3.0,574,0.0013299823
AD549,3.0,576,0.0014664583
AD549,3.0,578,0.0014216811
AD549,3.0,580,0.0014015071
AD549,4.5,582,0.0010527982
AD549,4.5,583,0.0011608652
AD549,4.5,584,0.001125408
AD549,4.5,585,0.0011094337
AD549,50.0,568,0.0012251653
AD549,50.0,569,0.0013509019
AD549,50.0,570,0.0013096486
AD549,50.0,571,0.0012910609
AD549,700.0,559,0.0009599398
AD549,700.0,561,0.0010091199
AD549,700.0,563,0.0010011204
AD549,700.0,565,0.0011461506
AD5748,1.0,391,0.0092839645
AD5748,10.0,401,0.0020714086
AD5748,165.0,399,0.0009976831
AD5748,2.0,413,0.005842516
AD5748,2.0,425,0.005842516
AD5748,21.0,434,0.0043094223
AD5748,21.0,437,0.0077665458
AD5748,3.0,416,0.0012961425
AD5748,3.0,418,0.012105226
AD5748,3.0,421,0.0009466314
AD5748,3.0,428,0.0012906551
AD5748,3.0,432,0.0048346887
AD5748,4.0,411,0.0058978074
AD5748,4.0,423,0.0059986725
AD5748,4.0,436,0.0055290028
AD5750_5750-1_5750-2,165.0,536,0.005276416
AD5750_5750-1_5750-2,2.0,525,0.0049732
AD5750_5750-1_5750-2,2.5,529,0.017069591
AD5750_5750-1_5750-2,45.5,532,0.026534012
AD5751,165.0,437,0.0038779173
AD5751,2.0,425,0.004657066
AD5751,3.5,429,0.010554093
AD5751,45.5,432,0.023472294
AD585,0.01,100,2.1815808e-06
AD585,0.01,88,1.3600212e-06
AD585,0.01,89,1.7696514e-06
AD585,0.05,180,0.00020018402
AD585,0.05,181,0.00020452504
AD585,0.05,182,0.00021757449
AD585,0.5,141,7.6667355e-05
AD585,0.5,142,7.835611e-05
AD585,0.5,143,0.000109768385
AD585,10.0,104,4.3977184e-06
AD585,10.0,176,0.00032802773
AD585,10.0,177,0.00033488113
AD585,10.0,178,0.00046850555
AD585,10.0,88,3.2148273e-06
AD585,160.0,172,0.0001687359
AD585,160.0,173,0.00016927625
AD585,160.0,174,0.00024149584
AD585,20.0,104,1.858261e-06
AD585,20.0,89,1.2429325e-06
AD585,20.0,91,1.1172517e-06
AD585,20.0,95,1.1576018e-06
AD585,20.0,99,1.2529866e-06
AD585,2000.0,168,0.00035453503
AD585,2000.0,169,0.00036253373
AD585,2000.0,170,0.00050835515
AD585,2000.0,197,7.905824e-05
AD585,2000.0,198,8.411964e-05
AD585,3.0,136,6.788693e-05
AD585,3.0,137,6.464749e-05
AD585,3.0,139,0.00024257074
AD585,3000.0,201,0.00018773906
AD585,3000.0,202,0.00027668208
AD585,5000.0,196,9.143041e-05
AD585,50000.0,184,0.00032352126
AD585,50000.0,185,0.00033054323
AD585,50000.0,186,0.00046167558
AD585,6000.0,200,0.00013451965
AD585,80000.0,164,0.00011313994
AD585,80000.0,165,0.00011567499
AD585,80000.0,166,0.00016190109
AD603,10000.0,320,0.01919579
AD603,100000.0,316,0.013762215
AD603,250000.0,317,0.0033165559
AD603,3000.0,290,0.003127177
AD603,38000.0,305,0.0033481661
AD603,38700.0,306,0.0026548414
AD603,39.4,297,0.008568512
AD603,39300.0,308,0.0045925057
AD603,39900.0,310,0.001915838
AD603,40.0,298,0.010470108
AD603,40.6,299,0.0061936006
AD603,4000.0,303,0.0018194097
AD603,42000.0,309,0.0026271348
AD603,50000.0,315,0.009231988
AD604,1100.0,245,0.00073421974
AD604,12000.0,263,0.00048797386
AD604,2300.0,242,0.0005559829
AD604,3000.0,239,0.0057025263
AD604,730.0,236,0.0019526482
AD605,12000.0,189,0.001504203
AD605,12000.0,190,0.002077307
AD605,1800.0,175,0.0011464659
AD605,1800.0,176,0.0015834877
AD605,2700.0,180,0.00130175
AD605,2700.0,181,0.0017978571
AD620,1.0,567,0.00061668205
AD620,10.0,572,0.0012119937
AD620,800.0,573,0.0016887746
AD620,800.0,574,0.0025763102
AD620,800.0,575,0.0032900884
AD621,0.01,403,8.642873e-05
AD621,0.01,725,6.6569024e-05
AD621,0.75,408,0.0010107022
AD621,0.75,410,0.00075683766
AD621,0.75,412,0.000706814
AD621,0.75,730,0.0009403927
AD621,0.75,732,0.00095496146
AD621,0.75,734,0.00065246597
AD621,1.1,351,0.0011277718
AD621,1.1,364,0.001536512
AD621,1.1,381,0.0011417597
AD621,1.1,685,0.0010280062
AD621,1.1,694,0.0010822843
AD621,1.1,703,0.001095486
AD621,1.2,353,0.0014402033
AD621,1.2,356,0.00023731941
AD621,1.2,366,0.0018971547
AD621,1.2,377,0.0008371896
AD621,1.2,383,0.0011841526
AD621,1.2,394,0.0012464818
AD621,1.2,409,0.0011422486
AD621,1.2,411,0.0011315062
AD621,1.2,413,0.0013208349
AD621,1.2,687,0.0013147808
AD621,1.2,690,0.0003099644
AD621,1.2,696,0.0013331668
AD621,1.2,699,0.00034191675
AD621,1.2,705,0.0010919934
AD621,1.2,716,0.0012285268
AD621,1.2,731,0.0013487667
AD621,1.2,733,0.0012987587
AD621,1.2,735,0.0013088319
AD621,1.3,357,0.00036098008
AD621,1.3,378,0.0008758511
AD621,1.3,395,0.0013040183
AD621,1.3,691,0.00024709478
AD621,1.3,700,0.0002721642
AD621,1.3,717,0.0012852363
